0.011474609,0.391601563,0.997558594,-1.953125,8.972167969,-1.708984375
0.018066406,0.372314453,0.997070313,-1.647949219,8.483886719,-1.525878906
0.010009766,0.377685547,0.992675781,-1.46484375,8.178710938,-1.770019531
0.011962891,0.376464844,0.991455078,0.366210938,8.056640625,-1.342773438
0.01171875,0.369873047,0.98828125,-1.342773438,8.850097656,-1.647949219
0.026367188,0.377441406,0.993408203,-2.075195313,7.995605469,-2.197265625
0.013427734,0.374511719,0.996826172,-1.037597656,8.544921875,-1.708984375
0.005615234,0.378417969,0.996337891,-0.915527344,7.32421875,-2.136230469
0.022705078,0.364990234,1.003173828,-1.525878906,9.338378906,-1.46484375
0.010498047,0.377685547,1.000488281,-1.098632813,7.263183594,-1.586914063
0.007080078,0.365722656,0.987304688,-1.220703125,8.056640625,-1.647949219
0.005859375,0.389892578,0.998779297,-1.220703125,7.995605469,-2.075195313
0.007080078,0.360839844,0.988769531,-1.403808594,8.850097656,-1.892089844
0.010498047,0.369140625,0.991699219,-0.244140625,8.911132813,-1.708984375
0.006835938,0.364501953,0.997070313,-0.427246094,7.934570313,-1.220703125
0.009521484,0.365234375,0.989746094,-1.342773438,8.056640625,-1.220703125
0.020019531,0.373291016,0.992431641,-0.732421875,7.446289063,-1.220703125
0.003173828,0.375,0.983398438,-0.366210938,7.507324219,-1.342773438
0.016113281,0.363525391,0.990966797,-0.122070313,7.446289063,-1.525878906
-0.000244141,0.371582031,0.997558594,-1.647949219,6.958007813,-1.770019531
