-0.188476563	0.090332031	0.875488281	4.39453125	6.286621094	-42.78564453
-0.103027344	0.303466797	0.999023438	8.911132813	-5.126953125	-33.63037109
-0.141357422	0.188476563	1.185791016	-16.84570313	0.9765625	-52.12402344
-0.159912109	0.187744141	0.935546875	-0.183105469	-1.770019531	-32.16552734
-0.150146484	0.255371094	1.002685547	-7.995605469	18.49365234	-13.54980469
-0.214111328	0.302978516	1.065673828	-3.479003906	11.59667969	-20.93505859
-0.180175781	0.322021484	1.045410156	-1.159667969	15.01464844	-9.216308594
-0.153320313	0.304443359	1.130126953	-2.685546875	22.76611328	-11.10839844
-0.088134766	0.327392578	0.892089844	20.99609375	6.530761719	-1.770019531
0.001708984	0.3046875	1.031982422	11.47460938	20.5078125	-1.159667969
0.023681641	0.249511719	1.020507813	1.037597656	-4.699707031	-3.41796875
0.020263672	0.290527344	0.966552734	-10.19287109	22.27783203	-3.784179688
0.021484375	0.330322266	0.926269531	-1.647949219	-2.380371094	-5.615234375
0.077880859	0.358398438	1.026123047	-23.4375	11.41357422	1.586914063
0.059082031	0.408691406	1.022460938	-4.028320313	11.53564453	-9.460449219
0.028808594	0.350830078	0.984863281	-12.93945313	17.02880859	-2.136230469
-0.087158203	0.470458984	0.890869141	137.2070313	116.027832	38.63525391
-0.131591797	0.4765625	0.858886719	-11.23046875	8.056640625	23.4375
-0.102050781	0.498535156	1.175292969	-8.911132813	-4.699707031	-2.746582031
-0.175292969	0.461425781	1.08203125	-1.525878906	-3.051757813	-13.00048828
